id,deviceid,servertime,latitude,longitude,speed
39528225,728,2019-12-01 05:03:21,27.70986333333333,85.33104666666667,13.09
39528549,728,2019-12-01 05:03:40,27.708981666666663,85.33074333333333,1.12
39529049,728,2019-12-01 05:04:10,27.70931,85.32874,15.49
39529544,728,2019-12-01 05:04:39,27.70915,85.32776666666666,0.05
39530046,728,2019-12-01 05:05:09,27.708576666666666,85.32758833333334,8.93
39530557,728,2019-12-01 05:05:39,27.70823,85.32744666666666,0.74
39531050,728,2019-12-01 05:06:09,27.70832833333333,85.32692333333334,4.41
39531545,728,2019-12-01 05:06:39,27.708358333333333,85.326755,0.24
39532036,728,2019-12-01 05:07:08,27.708386666666662,85.32673833333334,0.27
39532529,728,2019-12-01 05:07:38,27.708375,85.326725,0.37
39533028,728,2019-12-01 05:08:08,27.708355,85.32672333333333,0.07
39533526,728,2019-12-01 05:08:38,27.708505,85.326685,1.22
39534025,728,2019-12-01 05:09:07,27.70855333333333,85.32662,0.1
39534522,728,2019-12-01 05:09:37,27.708521666666662,85.32656833333333,0.1
39535027,728,2019-12-01 05:10:07,27.70851833333333,85.32659,0.35
39535518,728,2019-12-01 05:10:37,27.708565,85.32673833333334,0.21
39536007,728,2019-12-01 05:11:07,27.70857,85.326745,0.09
39536525,728,2019-12-01 05:11:36,27.708571666666668,85.326745,0.02
39537028,728,2019-12-01 05:12:06,27.708556666666667,85.32673,0.09
39537526,728,2019-12-01 05:12:36,27.708556666666667,85.32670166666666,0.01
39538047,728,2019-12-01 05:13:06,27.708583333333333,85.326715,0.39
39538544,728,2019-12-01 05:13:36,27.708583333333333,85.32675333333333,0.3
39539067,728,2019-12-01 05:14:05,27.708583333333333,85.32672166666667,0.22
39539574,728,2019-12-01 05:14:35,27.7086,85.32672333333333,0.23
39540103,728,2019-12-01 05:15:05,27.708583333333333,85.32665833333333,0.45
39540625,728,2019-12-01 05:15:35,27.708566666666663,85.32663,0.16
39541137,728,2019-12-01 05:16:05,27.70855333333333,85.32672166666667,0.07
39541644,728,2019-12-01 05:16:34,27.708551666666665,85.32672333333333,0.12
39542178,728,2019-12-01 05:17:04,27.708571666666668,85.32673166666666,0.07
39542715,728,2019-12-01 05:17:34,27.708583333333333,85.326695,0.01
39543232,728,2019-12-01 05:18:04,27.708581666666667,85.32666166666667,0.08
39543767,728,2019-12-01 05:18:33,27.708556666666667,85.326665,0.18
39544298,728,2019-12-01 05:19:03,27.708565,85.32667833333333,0.01
39544821,728,2019-12-01 05:19:33,27.70855,85.32665,0.34
39545386,728,2019-12-01 05:20:03,27.708546666666667,85.32666,0.06
39545917,728,2019-12-01 05:20:33,27.70853333333333,85.326655,0.4
39546439,728,2019-12-01 05:21:02,27.70854,85.32670166666666,0.04
39546930,728,2019-12-01 05:21:32,27.708561666666668,85.32673333333334,0.03
39547438,728,2019-12-01 05:22:02,27.70856333333333,85.32682333333334,0.06
39547944,728,2019-12-01 05:22:32,27.708565,85.32682833333334,0.47
39548438,728,2019-12-01 05:23:01,27.708565,85.32679,0.36
39548933,728,2019-12-01 05:23:31,27.70853333333333,85.32678166666666,0.74
39549440,728,2019-12-01 05:24:01,27.70853,85.32674333333334,0.07
39549946,728,2019-12-01 05:24:31,27.70851,85.32669833333334,0.1
39550446,728,2019-12-01 05:25:01,27.708505,85.32669,0.06
39550933,728,2019-12-01 05:25:30,27.708551666666665,85.32666833333333,0.21
39551433,728,2019-12-01 05:26:00,27.7085,85.32669,0.07
39551974,728,2019-12-01 05:26:30,27.708516666666668,85.32676,0.23
39552510,728,2019-12-01 05:27:00,27.70855,85.32679333333333,0.09
39552999,728,2019-12-01 05:27:30,27.708536666666667,85.32679333333333,0.36
39553512,728,2019-12-01 05:27:59,27.70832833333333,85.32682833333334,0.34
39554038,728,2019-12-01 05:28:29,27.7083,85.32704333333334,0.24
39554523,728,2019-12-01 05:28:59,27.708248333333334,85.327105,0.74
39555025,728,2019-12-01 05:29:29,27.70818,85.32737333333333,0.47
39555561,728,2019-12-01 05:29:58,27.7087,85.32759333333334,12.96
39556083,728,2019-12-01 05:30:28,27.70938333333333,85.32849666666667,11.92
39556621,728,2019-12-01 05:30:58,27.7088,85.33112833333334,10.3
39557125,728,2019-12-01 05:31:28,27.709233333333334,85.33221,9.66
