id,deviceid,servertime,latitude,longitude,speed
73675183,54,2019/12/24 09:58:27,27.709945,85.3221466666667,5.91
54346330,81,2019/12/11 13:34:13,27.7099516666667,85.32214,9.35
61547829,875,2019/12/16 08:48:19,27.709955,85.3221366666667,7.69
72353905,858,2019/12/23 12:50:08,27.7099016666667,85.3221416666667,6.39
44153538,793,2019/12/04 11:42:47,27.7099033333333,85.3221083333333,3.93
55516669,76,2019/12/12 09:03:50,27.709905,85.322135,6.7
41274984,704,2019/12/02 09:37:05,27.7099133333333,85.32212,4.74
67928331,81,2019/12/20 13:38:45,27.70992,85.3221483333333,8.01
49970150,628,2019/12/08 13:04:24,27.709925,85.3221116666667,4.75
76753104,628,2019/12/26 11:30:50,27.7099266666667,85.32213,2.33
42513115,794,2019/12/03 06:01:45,27.7099383333333,85.3221066666667,7.6
53903634,141,2019/12/11 06:30:27,27.71002,85.32215,8.3
41574386,562,2019/12/02 14:30:32,27.71002,85.3221466666667,15.23
43886488,54,2019/12/04 07:28:40,27.7100316666667,85.3221216666667,6.8
55636325,580,2019/12/12 10:56:12,27.7100116666667,85.322105,5.27
51097507,241,2019/12/09 08:04:07,27.710015,85.3221166666667,6.63
64544893,1077,2019/12/18 07:58:09,27.7100166666667,85.322125,5.4
52387946,1077,2019/12/10 05:34:17,27.7100116666667,85.3221283333333,6.68
65889107,1153,2019/12/19 05:20:39,27.7100133333333,85.3221433333333,6.69
55674381,858,2019/12/12 11:31:43,27.710005,85.3221583333333,6.73
68913686,69,2019/12/21 05:43:46,27.710006,85.32216,1.07991
43822954,628,2019/12/04 06:27:12,27.70998,85.3220833333333,2.82
57119740,858,2019/12/13 10:31:42,27.7099733333333,85.3221166666667,9.17
46718921,580,2019/12/06 06:27:46,27.709985,85.3221183333333,8.21
59935938,623,2019/12/15 07:54:44,27.7099716666667,85.3221266666667,0.03
41347912,623,2019/12/02 10:52:24,27.70996,85.3221316666667,7.98
68102073,81,2019/12/20 16:26:33,27.7099616666667,85.32216,10.69
47025934,815,2019/12/06 11:20:42,27.7099716666667,85.3221633333333,6.88
72399625,875,2019/12/23 13:33:28,27.7099783333333,85.3221,10.14
84351048,875,2019/12/31 14:18:37,27.7099816666667,85.3221683333333,8.76
44200665,925,2019/12/04 12:28:38,27.7099833333333,85.3221516666667,3.47
62856740,925,2019/12/17 05:13:36,27.710025,85.3220966666667,7.77
61573174,829,2019/12/16 09:11:05,27.7099583333333,85.322055,1.88
55559442,628,2019/12/12 09:44:32,27.70996,85.322075,7.6
42465560,925,2019/12/03 05:16:18,27.7099783333333,85.322065,6.56
61438820,768,2019/12/16 07:09:57,27.70992,85.3220533333333,5.05
47147069,81,2019/12/06 13:19:53,27.709905,85.3220683333333,6.16
51395325,628,2019/12/09 12:50:27,27.709935,85.3220866666667,7.61
73614994,628,2019/12/24 09:02:34,27.70993,85.3220933333333,6.62
51337686,813,2019/12/09 11:53:51,27.709925,85.3220516666667,8.92
45541369,815,2019/12/05 10:43:55,27.7099433333333,85.322085,5.38
82562778,141,2019/12/30 09:39:02,27.7099933333333,85.322075,6.49
76877782,1027,2019/12/26 13:31:03,27.710005,85.3221033333333,6.54
57033873,875,2019/12/13 09:13:53,27.709995,85.32214,5.23
75220719,875,2019/12/25 10:39:11,27.709995,85.32217,7.57
82843762,875,2019/12/30 14:01:52,27.7100016666667,85.3221316666667,6.28
68937366,644,2019/12/21 06:07:23,27.7100216666667,85.3221866666667,7.23
67647544,54,2019/12/20 09:18:23,27.7100133333333,85.32219,5.49
67723026,372,2019/12/20 10:27:23,27.7100433333333,85.32205,11.4
59783543,794,2019/12/15 05:35:38,27.71001,85.3221066666667,8.86
61463009,794,2019/12/16 07:31:31,27.710025,85.3221533333333,9.24
75086998,730,2019/12/25 08:35:44,27.7100183333333,85.3221566666667,4.88
61701531,815,2019/12/16 11:05:05,27.71001,85.32208,5.87
67707909,875,2019/12/20 10:13:29,27.7100216666667,85.3220966666667,5.47
43829942,132,2019/12/04 06:33:40,27.70915,85.3220316666667,7.82
73687536,132,2019/12/24 10:09:07,27.7091316666667,85.3220383333333,2.14
49467746,247,2019/12/08 05:00:37,27.7091416666667,85.3220433333333,0.17
