original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,housenumber,name,street,postcode,district,suburb,city,county,state,country,country_code,attribution,attribution_license,attribution_url
71865913,284,2019-12-23 05:26:52,27.702828333333333,85.33626,0.6,16.261783591512923,"My Dear Shop, Setopul, Baneshwar, Kathmandu 00446, Nepal",27.7026934,85.3363237,,My Dear Shop,Setopul,00446,Kathmandu-10,Baneshwar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
71867064,284,2019-12-23 05:27:55,27.69983333333333,85.33418666666667,14.54,22.897741255787082,"Puja Pratisthan Marg, Baneshwar, Kathmandu 00446, Nepal",27.6997134,85.3347585,,Puja Pratisthan Marg,Puja Pratisthan Marg,00446,Kathmandu-10,Baneshwar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
71875029,284,2019-12-23 05:35:20,27.690271666666668,85.328555,1.87,4.139478613141065,"Buddhanagar Stop, Kathmandu, Kathmandu 44617, Nepal",27.69027,85.328597,,Buddhanagar Stop,,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
71875550,284,2019-12-23 05:35:48,27.690035,85.32883,1.75,1.4923849615940874,"Buddha Nagar, Kathmandu 44617, Nepal",27.6900608,85.3287828,,,,44617,Kathmandu-10,Buddha Nagar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
71876098,284,2019-12-23 05:36:18,27.689136666666663,85.328215,11.75,17.55849398712424,"Tea o'clock, Rudramati Marg, Buddha Nagar, Kathmandu 44617, Nepal",27.68906,85.3283709,,Tea o'clock,Rudramati Marg,44617,Kathmandu-10,Buddha Nagar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
71896626,284,2019-12-23 05:55:40,27.693321666666662,85.31910166666667,1.53,0,"Nepal Food Corporation, Thapathali Road, Thapathali, Kathmandu 44617, Nepal",27.6932088,85.319650891967,,Nepal Food Corporation,Thapathali Road,44617,Kathmandu-11,Thapathali,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
73356445,284,2019-12-24 05:00:12,27.69158833333333,85.32686166666667,0.62,0.7308000642618143,"Nepal Telecom, Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.691415749999997,85.32694386086273,,Nepal Telecom,Madan Bhandari Path,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
73357497,284,2019-12-24 05:01:12,27.691536666666668,85.326805,0.78,0,"Nepal Telecom, Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.691415749999997,85.32694386086273,,Nepal Telecom,Madan Bhandari Path,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
73358541,284,2019-12-24 05:02:12,27.69151833333333,85.326745,0.5,0,"Nepal Telecom, Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.691415749999997,85.32694386086273,,Nepal Telecom,Madan Bhandari Path,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
73359621,284,2019-12-24 05:03:11,27.69161666666667,85.32684666666667,0.19,2.887648856287794,"Nepal Telecom, Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.691415749999997,85.32694386086273,,Nepal Telecom,Madan Bhandari Path,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
73360672,284,2019-12-24 05:04:11,27.69163333333333,85.32684166666667,0.48,1.805007947976744,"Kathmandu, Kathmandu 44617, Nepal",27.6916865,85.3267644,,,,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
73366570,284,2019-12-24 05:09:39,27.69156,85.32679333333333,0.26,0,"Nepal Telecom, Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.691415749999997,85.32694386086273,,Nepal Telecom,Madan Bhandari Path,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
