original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,name,housenumber,street,postcode,suburb,district,city,county,state,country,country_code,attribution,attribution_license,attribution_url
52606537,714,2019-12-10 09:06:07,27.68791833333333,85.325195,0.01,1.7235522202694717,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52607048,714,2019-12-10 09:06:37,27.687916666666663,85.32519666666667,0.01,1.5157875314803526,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52607563,714,2019-12-10 09:07:08,27.687905,85.32520166666667,0.01,0.159514615865814,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52608067,714,2019-12-10 09:07:37,27.68791,85.32520833333334,0.03,0.6111688453412693,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52608562,714,2019-12-10 09:08:07,27.687915,85.325215,0.04,1.0628230743370775,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52608950,714,2019-12-10 09:08:36,27.687916666666663,85.32522166666666,0.0,1.1479878784521789,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52609524,714,2019-12-10 09:09:06,27.68791,85.325225,0.02,0.36596907675230855,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52610077,714,2019-12-10 09:09:36,27.687901666666665,85.325215,0.02,0.4031346244227371,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52610569,714,2019-12-10 09:10:06,27.687906666666667,85.32521666666666,0.01,0.12207953641962875,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52611073,714,2019-12-10 09:10:35,27.68792333333333,85.325205,0.02,2.1261664947281984,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52611607,714,2019-12-10 09:11:05,27.687926666666662,85.325205,0.01,2.492655917832207,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52612111,714,2019-12-10 09:11:35,27.68791833333333,85.32520666666667,0.07,1.5519123817853655,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52612608,714,2019-12-10 09:12:05,27.68791166666667,85.325205,0.05,0.8434535113031227,"Kathmandu, Kathmandu 44617, Nepal",27.6879016,85.3251871,,,,44617,,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
