original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,name,housenumber,street,suburb,postcode,district,city,county,state,country,country_code,attribution,attribution_license,attribution_url
75352566,276,2019-12-25 12:41:50,27.69538,85.32096166666666,7.6,2.534418742959678,"Singh Durbar, Saras Marg, Ghattekulo, Kathmandu 00446, Nepal",27.696478149999997,85.32461913495442,Singh Durbar,,Saras Marg,Ghattekulo,00446,Kathmandu-29,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75353067,276,2019-12-25 12:42:20,27.694106666666663,85.32088166666666,7.97,2.363714600489773,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75353569,276,2019-12-25 12:42:49,27.693795,85.32151166666667,14.03,4.200600516592933,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75354061,276,2019-12-25 12:43:19,27.69316166666667,85.322805,0.94,4.205620885479641,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75354584,276,2019-12-25 12:43:49,27.6926,85.32395833333334,13.59,18.249767800778,"Babarmahal, Kathmandu, Kathmandu 44617, Nepal",27.692462,85.323858,Babarmahal,,,,44617,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75355095,276,2019-12-25 12:44:19,27.691715,85.32589166666666,0.0,5.322309453152291,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75355609,276,2019-12-25 12:44:49,27.690933333333334,85.32752833333333,10.91,4.780925790646952,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75356102,276,2019-12-25 12:45:18,27.69083,85.32776333333334,1.01,5.484768986784228,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75356605,276,2019-12-25 12:45:48,27.690728333333333,85.32797,2.11,5.217922266542291,"Kathmandu, Kathmandu 44617, Nepal",27.690663,85.327993,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75357124,276,2019-12-25 12:46:18,27.69063333333333,85.32804833333333,1.75,1.9527702739748807,"Kathmandu, Kathmandu 44617, Nepal",27.690663,85.327993,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75357645,276,2019-12-25 12:46:47,27.690221666666663,85.32877333333333,7.21,0.41705008434710433,"Buddha Nagar, Kathmandu 44617, Nepal",27.6901672,85.3288726,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75358154,276,2019-12-25 12:47:17,27.69014,85.32917666666667,3.21,3.795388963355138,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75358661,276,2019-12-25 12:47:47,27.689375,85.33123333333333,19.12,2.701662200858413,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75359173,276,2019-12-25 12:48:17,27.68874,85.33397,15.18,1.2811722813327615,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75359670,276,2019-12-25 12:48:47,27.688631666666662,85.33458166666667,0.07,4.322004575052074,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75360176,276,2019-12-25 12:49:16,27.68857833333333,85.3348,1.79,3.7349157438963223,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75360679,276,2019-12-25 12:49:46,27.688568333333333,85.33483,1.02,3.365877835406247,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75361188,276,2019-12-25 12:50:16,27.688503333333333,85.33508666666667,2.9,2.4271654838480003,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75361700,276,2019-12-25 12:50:46,27.688481666666668,85.33513,0.06,1.1145983380863627,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75362235,276,2019-12-25 12:51:16,27.688485,85.33513666666667,0.03,1.6322148027983154,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75362748,276,2019-12-25 12:51:45,27.68847833333333,85.33518833333333,0.01,2.1359367794777224,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75363266,276,2019-12-25 12:52:15,27.688475,85.33519833333334,0.03,2.012924136869711,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75363767,276,2019-12-25 12:52:45,27.68843833333333,85.33543166666666,2.98,3.415891717921765,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75364276,276,2019-12-25 12:53:15,27.688335,85.33593,5.53,3.8271725753270225,"Minbhawan, Kathmandu 44617, Nepal",27.688044,85.3371095,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75364777,276,2019-12-25 12:53:44,27.68814666666667,85.33676,14.0,2.909685129865017,"Minbhawan, Kathmandu 44617, Nepal",27.688044,85.3371095,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
75365318,276,2019-12-25 12:54:16,27.687846666666665,85.33811166666666,0.04,3.712004411113627,"Minbhawan, Kathmandu 44617, Nepal",27.688044,85.3371095,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76342901,276,2019-12-26 05:00:10,27.691701666666667,85.32537333333333,17.9,3.7042506966961666,"Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.6916763,85.3255084,Madan Bhandari Path,,Madan Bhandari Path,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76343326,276,2019-12-26 05:00:36,27.692666666666668,85.32331,14.76,3.813151305946484,"Ukti Marga, Kathmandu, Kathmandu 44617, Nepal",27.6922121,85.3241468,Ukti Marga,,Ukti Marga,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76343874,276,2019-12-26 05:01:06,27.693815,85.320915,3.28,6.79337125407141,"Maitighar, Kathmandu, Kathmandu 44617, Nepal",27.693875,85.320902,Maitighar,,,,44617,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76344385,276,2019-12-26 05:01:35,27.694435,85.32013333333333,10.95,4.988766498326658,"Thapathali, Kathmandu 44617, Nepal",27.6944913,85.3200831,,,,Thapathali,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76344930,276,2019-12-26 05:02:05,27.695933333333333,85.321005,17.46,8.536670800572312,"Ministry of Health and Population, Ram Shah Path, Thapathali, Kathmandu 00446, Nepal",27.69575425,85.320351378028,Ministry of Health and Population,,Ram Shah Path,Thapathali,00446,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76345462,276,2019-12-26 05:02:35,27.69823166666667,85.32150833333333,9.6,0.5041775622082565,"Ram Shah Path, Kathmandu, Kathmandu 00446, Nepal",27.6982599,85.3215173,Ram Shah Path,,Ram Shah Path,,00446,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76345986,276,2019-12-26 05:03:05,27.69889166666667,85.31924,23.79,43.59129682600423,"Rastriya Samachar Samiti, Prithvi Path, Baghbazar, Kathmandu 44066, Nepal",27.6984478,85.31935297575043,Rastriya Samachar Samiti,,Prithvi Path,Baghbazar,44066,Kathmandu-28,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76383923,276,2019-12-26 05:39:49,27.698775,85.32007333333334,20.12,2.1392854632270857,"Prithvi Path, Baghbazar, Kathmandu 00446, Nepal",27.698554,85.3213247,Prithvi Path,,Prithvi Path,Baghbazar,00446,Kathmandu-28,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76384499,276,2019-12-26 05:40:18,27.698536666666666,85.321295,0.01,2.5041772058972183,"Prithvi Path, Baghbazar, Kathmandu 00446, Nepal",27.698554,85.3213247,Prithvi Path,,Prithvi Path,Baghbazar,00446,Kathmandu-28,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76385161,276,2019-12-26 05:40:52,27.698535,85.32129666666667,0.0,2.6504454685166783,"Prithvi Path, Baghbazar, Kathmandu 00446, Nepal",27.698554,85.3213247,Prithvi Path,,Prithvi Path,Baghbazar,00446,Kathmandu-28,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76385628,276,2019-12-26 05:41:18,27.698535,85.32130833333333,0.02,2.406614471687803,"Prithvi Path, Baghbazar, Kathmandu 00446, Nepal",27.698554,85.3213247,Prithvi Path,,Prithvi Path,Baghbazar,00446,Kathmandu-28,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76386172,276,2019-12-26 05:41:49,27.69846666666667,85.32167166666666,6.64,1.3160387211138727,"Singh Durbar, Saras Marg, Ghattekulo, Kathmandu 00446, Nepal",27.696478149999997,85.32461913495442,Singh Durbar,,Saras Marg,Ghattekulo,00446,Kathmandu-29,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76386680,276,2019-12-26 05:42:18,27.696711666666666,85.32125833333333,9.84,2.2990756489971123,"Supreme Court, Ram Shah Path, Kathmandu, Kathmandu 00446, Nepal",27.69680365,85.32167994840998,Supreme Court,,Ram Shah Path,,00446,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76387190,276,2019-12-26 05:42:47,27.694831666666666,85.32083166666666,14.43,2.3753603720489678,"Thapathali, Kathmandu 44617, Nepal",27.6949897,85.3208456,,,,Thapathali,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76387724,276,2019-12-26 05:43:17,27.693976666666668,85.321125,0.18,3.0615218521916785,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76388270,276,2019-12-26 05:43:47,27.693295,85.32256333333333,16.54,5.873279876346155,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76388806,276,2019-12-26 05:44:17,27.69305333333333,85.32311,3.09,5.8488724414011095,"शहरी बिकास तथा भवन निर्माण विभाग, Tanka Prasad Ghumti Sadak, Bansh Ghari, Kathmandu 44617, Nepal",27.69372645,85.32333557287294,शहरी बिकास तथा भवन निर्माण विभाग,,Tanka Prasad Ghumti Sadak,Bansh Ghari,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76389403,276,2019-12-26 05:44:50,27.692076666666665,85.32509333333333,15.37,4.335321837465834,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76389867,276,2019-12-26 05:45:16,27.691286666666667,85.3267,18.39,0.15841373481180646,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76390397,276,2019-12-26 05:45:46,27.690766666666665,85.32787833333333,0.05,4.575497805332361,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76390966,276,2019-12-26 05:46:21,27.69030833333333,85.32859,12.5,0.10768011697348978,"Kathmandu, Kathmandu 44617, Nepal",27.6905379,85.3281156,,,,,44617,Kathmandu-11,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76391455,276,2019-12-26 05:46:47,27.689636666666665,85.33027833333334,19.66,2.1822515864711285,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76391943,276,2019-12-26 05:47:15,27.688826666666667,85.33355333333333,21.29,0.3806247035990003,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76392457,276,2019-12-26 05:47:45,27.688621666666663,85.33452,0.01,1.7826457983232749,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76393003,276,2019-12-26 05:48:15,27.68862333333333,85.33452333333334,0.01,2.0414540128078817,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76393530,276,2019-12-26 05:48:45,27.68859833333333,85.33464166666667,0.94,2.144829118177117,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76394053,276,2019-12-26 05:49:15,27.68852833333333,85.334935,1.0,1.5345827362878837,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76394549,276,2019-12-26 05:49:44,27.68852333333333,85.33496666666667,0.01,1.7446675886899001,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76395062,276,2019-12-26 05:50:14,27.68852333333333,85.33497666666666,0.01,1.981429877531283,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76395569,276,2019-12-26 05:50:44,27.688516666666665,85.33499333333333,0.02,1.6564838317801327,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76396077,276,2019-12-26 05:51:14,27.688503333333333,85.33505166666667,0.4,1.5984974626831503,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76396577,276,2019-12-26 05:51:44,27.68843333333333,85.33524833333334,0.64,1.3004512096261729,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76397121,276,2019-12-26 05:52:14,27.68842,85.33529333333334,0.04,1.6741206669099296,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76397649,276,2019-12-26 05:52:43,27.688421666666667,85.33528833333334,0.04,1.6126143412519263,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76398155,276,2019-12-26 05:53:13,27.68842833333333,85.33528166666666,0.87,1.050905980972299,"Buddha Nagar, Kathmandu 44617, Nepal",27.6891539,85.3320663,,,,Buddha Nagar,44617,Kathmandu-10,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76398685,276,2019-12-26 05:53:45,27.688291666666668,85.33596166666666,3.62,0.11211848943670122,"Minbhawan, Kathmandu 44617, Nepal",27.688044,85.3371095,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76398997,276,2019-12-26 05:54:02,27.688181666666665,85.336585,14.93,2.5945366137520254,"Minbhawan, Kathmandu 44617, Nepal",27.688044,85.3371095,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76399514,276,2019-12-26 05:54:32,27.68781,85.33822166666667,0.82,2.5043365271433418,"Minbhawan, Kathmandu 44617, Nepal",27.688044,85.3371095,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76587997,276,2019-12-26 08:53:45,27.68796833333333,85.33611166666667,0.05,3.874406188693497,"Minbhawan, Kathmandu 44617, Nepal",27.6880487,85.3359171,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76588533,276,2019-12-26 08:54:15,27.68801,85.33608666666666,0.14,0.0018865211347662907,"Minbhawan, Kathmandu 44617, Nepal",27.6880487,85.3359171,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76589038,276,2019-12-26 08:54:45,27.68808,85.335925,6.5,3.5628635401342534,"Minbhawan, Kathmandu 44617, Nepal",27.6880487,85.3359171,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
76589558,276,2019-12-26 08:55:15,27.688195,85.33526333333333,1.96,0.271085413133732,"Minbhawan, Kathmandu 44617, Nepal",27.6880487,85.3359171,,,,Minbhawan,44617,Kathmandu-31,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
