original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,housenumber,name,street,district,suburb,postcode,city,county,state,country,country_code,attribution,attribution_license,attribution_url
52525462,274,2019-12-10 07:47:28,27.691871666666668,85.32516833333334,18.76,45.674125545504054,"Forest Department, Kathmandu, Kathmandu 44617, Nepal",27.691586,85.324835,,,Forest Department,,,44617,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52525988,274,2019-12-10 07:48:00,27.69256,85.32404833333334,6.42,1.9707294777611728,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52526530,274,2019-12-10 07:48:30,27.691711666666667,85.325845,13.22,2.869342389071164,"Kathmandu, Kathmandu 44617, Nepal",27.6922553,85.324616,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52527034,274,2019-12-10 07:48:57,27.691215,85.32718666666666,4.05,4.162894541019388,"Nepal Telecom, Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.691415749999997,85.32694386086273,,Nepal Telecom,Madan Bhandari Path,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52527576,274,2019-12-10 07:49:27,27.691491666666668,85.32714833333333,2.35,2.1014600742430365,"Kathmandu, Kathmandu 44617, Nepal",27.6916865,85.3267644,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52528115,274,2019-12-10 07:49:58,27.691796666666665,85.327135,2.85,20.6531206026949,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52528641,274,2019-12-10 07:50:27,27.69181333333333,85.32714833333333,0.02,112.17026210546952,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52529178,274,2019-12-10 07:50:57,27.69184333333333,85.327155,0.06,108.77568436721934,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52529669,274,2019-12-10 07:51:26,27.691875,85.32715666666667,0.0,105.32627872423672,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52530189,274,2019-12-10 07:51:56,27.691886666666665,85.32716166666667,0.01,103.94651313601634,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52530739,274,2019-12-10 07:52:26,27.69188833333333,85.327165,0.07,103.68446171337888,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52531282,274,2019-12-10 07:52:56,27.691873333333334,85.32716166666667,0.02,105.3814445401617,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52531798,274,2019-12-10 07:53:26,27.691873333333334,85.32716833333333,0.02,105.21938454875522,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52532316,274,2019-12-10 07:53:56,27.691875,85.32716666666667,0.01,105.07989231191156,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52532809,274,2019-12-10 07:54:25,27.69187,85.32717,0.03,105.53909585565656,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52533317,274,2019-12-10 07:54:55,27.69187,85.32715166666667,0.06,105.98980707992395,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52533870,274,2019-12-10 07:55:26,27.69188,85.327165,0.08,104.58174315792311,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52534389,274,2019-12-10 07:55:55,27.691883333333333,85.32717833333334,0.04,103.90307513934354,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52534905,274,2019-12-10 07:56:24,27.691881666666667,85.32717,0.07,104.28074518662363,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52535411,274,2019-12-10 07:56:54,27.69187833333333,85.32716166666667,0.03,104.84318981095223,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52535911,274,2019-12-10 07:57:24,27.69188,85.327175,0.03,104.34134107083436,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52536436,274,2019-12-10 07:57:54,27.691883333333333,85.32719,0.06,103.6361759956136,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52536939,274,2019-12-10 07:58:23,27.691871666666668,85.32716,0.05,105.60194837821987,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52537443,274,2019-12-10 07:58:53,27.691866666666662,85.32715666666667,0.01,106.222624835467,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52537942,274,2019-12-10 07:59:23,27.69185833333333,85.32715166666667,0.02,107.24379703391652,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52538461,274,2019-12-10 07:59:53,27.69186,85.32716666666667,0.06,106.69741356888795,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52538980,274,2019-12-10 08:00:23,27.69185333333333,85.327165,0.07,107.45639088539637,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52539467,274,2019-12-10 08:00:52,27.691836666666667,85.32713666666666,0.08,109.95271558743518,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52539964,274,2019-12-10 08:01:22,27.691855,85.32715833333333,0.1,107.43754300956228,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52540492,274,2019-12-10 08:01:52,27.69185,85.32715,0.07,108.1816890697314,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52541016,274,2019-12-10 08:02:22,27.69183333333333,85.32712833333333,0.04,110.52744096515647,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52541540,274,2019-12-10 08:02:52,27.691828333333333,85.32713166666667,0.01,110.97615346694026,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52541772,274,2019-12-10 08:03:21,27.691838333333333,85.32715666666667,0.1,109.27398013262712,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52542529,274,2019-12-10 08:03:51,27.691826666666667,85.32713666666666,0.05,111.02625961311855,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52543058,274,2019-12-10 08:04:21,27.691841666666665,85.32713,0.02,109.59076002005474,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52543565,274,2019-12-10 08:04:51,27.691838333333333,85.327125,0.16,110.08068592165863,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52544081,274,2019-12-10 08:05:21,27.691836666666667,85.32713166666667,0.12,110.08263326984911,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52544560,274,2019-12-10 08:05:50,27.691828333333333,85.32712166666667,0.05,111.23998253798987,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52545061,274,2019-12-10 08:06:20,27.69184,85.32715333333333,0.13,109.17547646112854,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52545576,274,2019-12-10 08:06:50,27.69184,85.32713333333334,0.08,109.68170359731057,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52546068,274,2019-12-10 08:07:19,27.69184333333333,85.32712333333333,0.08,109.59072698359111,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52546594,274,2019-12-10 08:07:49,27.69183,85.32712666666667,0.08,110.92851908017767,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52547083,274,2019-12-10 08:08:19,27.691826666666667,85.32714833333333,0.05,110.7339761697578,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52547583,274,2019-12-10 08:08:49,27.691821666666662,85.327175,0.04,110.64950431713432,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52548129,274,2019-12-10 08:09:19,27.691801666666667,85.32722,0.16,15.969897861855983,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52548663,274,2019-12-10 08:09:48,27.691811666666663,85.327235,0.0,14.273233210421994,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52549185,274,2019-12-10 08:10:18,27.691825,85.327225,0.02,13.471173306223001,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52549696,274,2019-12-10 08:10:48,27.69183333333333,85.32722833333334,0.03,12.503446024042569,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52550211,274,2019-12-10 08:11:18,27.691831666666666,85.32724,0.12,108.2849851959381,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52550698,274,2019-12-10 08:11:47,27.691836666666667,85.32727,0.2,107.26646615047797,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52551201,274,2019-12-10 08:12:17,27.691838333333333,85.32726333333333,0.01,107.18108930864197,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52551714,274,2019-12-10 08:12:47,27.691826666666667,85.32725166666667,0.0,12.0121562051034,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52552282,274,2019-12-10 08:13:17,27.69182,85.32724833333333,0.17,12.818786031684041,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52552829,274,2019-12-10 08:13:47,27.691821666666662,85.32721666666667,0.24,14.198968124694822,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52553359,274,2019-12-10 08:14:18,27.691821666666662,85.32719166666666,0.07,110.29012641245095,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52553847,274,2019-12-10 08:14:46,27.691815,85.32719,0.09,16.16097963205758,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52554371,274,2019-12-10 08:15:17,27.69180666666667,85.32717,0.07,17.954496696180126,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52554861,274,2019-12-10 08:15:46,27.691805,85.32714333333334,0.07,19.439122306523505,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52555377,274,2019-12-10 08:16:16,27.69180833333333,85.32715833333333,0.02,18.3740042194688,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52555883,274,2019-12-10 08:16:45,27.69181,85.327185,0.03,16.889378594490914,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52556400,274,2019-12-10 08:17:15,27.69182333333333,85.32717,0.05,110.581494838746,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52556919,274,2019-12-10 08:17:45,27.69184333333333,85.32717166666667,0.06,108.38028421533153,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52557431,274,2019-12-10 08:18:15,27.69185166666667,85.32717666666667,0.1,107.36455540814342,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52557936,274,2019-12-10 08:18:45,27.691856666666663,85.32716833333333,0.13,107.01759260971215,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52558438,274,2019-12-10 08:19:14,27.69186333333333,85.327155,0.11,106.62271792240408,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52558952,274,2019-12-10 08:19:44,27.69185333333333,85.32712666666667,0.11,108.43139839377773,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52559460,274,2019-12-10 08:20:14,27.691865,85.32717333333333,0.04,106.00024235222998,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52559984,274,2019-12-10 08:20:44,27.69186333333333,85.32717333333333,0.04,106.18027287649745,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52560495,274,2019-12-10 08:21:14,27.691856666666663,85.32719333333333,0.06,106.4539908988648,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52561009,274,2019-12-10 08:21:43,27.691841666666665,85.327165,0.02,108.71557886803461,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52561502,274,2019-12-10 08:22:13,27.691866666666662,85.32717666666667,0.05,105.74262331025247,"Bhaktithapa Road 135/27, Bansh Ghari, Kathmandu 44617, Nepal",27.692791,85.32742905366872,135/27,,Bhaktithapa Road,Kathmandu-11,Bansh Ghari,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52562005,274,2019-12-10 08:22:43,27.69189833333333,85.32719333333333,0.07,7.99484111219801,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52562543,274,2019-12-10 08:23:13,27.691906666666668,85.32716,0.08,8.85055291574608,"Kathmandu, Kathmandu 44617, Nepal",27.6923583,85.3267156,,,,Kathmandu-11,,44617,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
