original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,county,state,country,country_code,attribution,attribution_license,attribution_url
54012481,1150,2019-12-11 08:15:40,27.707941666666667,85.33949166666666,16.11,7.9261522593537,"Baram and Basel Furniture Showroom, Pashupati Sadak, Chabahil, Kathmandu 44660, Nepal",27.7079999,85.3395381,Baram and Basel Furniture Showroom,,Pashupati Sadak,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54013499,1150,2019-12-11 08:16:39,27.709911666666667,85.33727166666667,18.72,28.734778117025417,"Pashupati Grill Udhyog, Rudra Mati Marg-2, Chabahil, Kathmandu 44660, Nepal",27.7101783,85.33738494453362,Pashupati Grill Udhyog,,Rudra Mati Marg-2,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55393880,1150,2019-12-12 07:06:49,27.70794833333333,85.33923666666666,15.49,15.05481173227002,"Wigan & Leigh College, Pashupati Sadak, Chabahil, Kathmandu 44660, Nepal",27.70814345,85.33914129437514,Wigan & Leigh College,,Pashupati Sadak,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55394396,1150,2019-12-12 07:07:19,27.708011666666668,85.337345,5.74,2.519291059645498,"Maitidevi, Kathmandu 00446, Nepal",27.7056104,85.3364598,,,,00446,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55394925,1150,2019-12-12 07:07:49,27.708095,85.33649833333334,0.86,4.726712427680955,"Pashupati Sadak, Kathmandu, Kathmandu 44605, Nepal",27.708085,85.336545,,,Pashupati Sadak,44605,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55395419,1150,2019-12-12 07:08:18,27.70902833333333,85.336935,18.34,54.388889020355506,"Rudra Mati Marg-2, Kathmandu, Kathmandu 00975, Nepal",27.708542,85.336994,,,Rudra Mati Marg-2,00975,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55457665,1150,2019-12-12 08:07:23,27.71015,85.33904166666667,6.92,7.8316200862045875,"Himalaya Vidya Mandir Higher Secondary School, Paneku Marg, Chabahil, Kathmandu 44660, Nepal",27.70976905,85.33868537722357,Himalaya Vidya Mandir Higher Secondary School,,Paneku Marg,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55458189,1150,2019-12-12 08:07:53,27.70955,85.33986,0.64,7.023354958407581,"Prem Cold Store, Jaya Bageshwari Marg, Chabahil, Kathmandu 44660, Nepal",27.7096126,85.3398695,Prem Cold Store,,Jaya Bageshwari Marg,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55458701,1150,2019-12-12 08:08:22,27.70935,85.33990666666666,6.0,4.136481062614781,"open play ground, Paneku Marg, Chabahil, Kathmandu 44660, Nepal",27.7092733,85.34005774136753,open play ground,,Paneku Marg,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55557502,1150,2019-12-12 09:42:42,27.69547333333333,85.33902,10.46,10.904856726920029,"Banda Ganga Marg, Kathmandu, Kathmandu 44703, Nepal",27.695448,85.339127,,,Banda Ganga Marg,44703,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
