original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,county,state,country,country_code,attribution,attribution_license,attribution_url
53944468,1153,2019-12-11 07:09:53,27.708628333333333,85.33705333333333,14.94,4.193843055266992,"Rudra Mati Marg-2, Chabahil, Kathmandu 44660, Nepal",27.7098912,85.337262,Rudra Mati Marg-2,,Rudra Mati Marg-2,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
53944983,1153,2019-12-11 07:10:23,27.710675,85.33739333333334,20.44,32.51860404527968,"Sunrize Beauty Parlor, Rudra Mati Marg-2, Chabahil, Kathmandu 44660, Nepal",27.7103944,85.3374864,Sunrize Beauty Parlor,,Rudra Mati Marg-2,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54083326,1153,2019-12-11 09:24:41,27.69320833333333,85.33938833333333,12.44,17.67701340283732,"ADAPT - Nepal, Shree Panchakumari Marg, Naya Baneshwar, Kathmandu 44703, Nepal",27.69328845,85.33917359701645,ADAPT - Nepal,,Shree Panchakumari Marg,44703,Kathmandu-31,Naya Baneshwar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54083800,1153,2019-12-11 09:25:09,27.692821666666667,85.338345,0.33,4.827844707196168,"D&D girls hostel, Shree Panchakumari Marg, Naya Baneshwar, Kathmandu 44703, Nepal",27.69292155,85.33839817210924,D&D girls hostel,,Shree Panchakumari Marg,44703,Kathmandu-31,Naya Baneshwar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54084339,1153,2019-12-11 09:25:39,27.692465,85.33813833333333,6.02,48.7398719314304,"Deurali Marg, Kathmandu, Kathmandu 00446, Nepal",27.692158,85.337785,,,Deurali Marg,00446,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54084852,1153,2019-12-11 09:26:08,27.691726666666668,85.33786833333333,4.18,5.573426689230556,"Jana Sahayogi Marga, Kathmandu, Kathmandu 44703, Nepal",27.691681,85.337845,,,Jana Sahayogi Marga,44703,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54085363,1153,2019-12-11 09:26:38,27.69164,85.33783,0.55,4.792249152514898,"Jana Sahayogi Marga, Kathmandu, Kathmandu 44703, Nepal",27.691681,85.337845,,,Jana Sahayogi Marga,44703,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54085898,1153,2019-12-11 09:27:08,27.69195833333333,85.33793833333333,6.69,26.5594472684313,"Lalitpur community park, Naya Baneshwar, Kathmandu 44703, Nepal",27.6919711,85.3382077,Lalitpur community park,,,44703,Kathmandu-31,Naya Baneshwar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54086421,1153,2019-12-11 09:27:38,27.69277,85.33824,2.37,1.0429511054966378,"Jana Sahayogi Marga, Naya Baneshwar, Kathmandu 44703, Nepal",27.6917205,85.3378572,Jana Sahayogi Marga,,Jana Sahayogi Marga,44703,Kathmandu-31,Naya Baneshwar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54086922,1153,2019-12-11 09:28:08,27.693201666666667,85.33864333333334,9.16,14.132897822955314,"Kathmandu Girls Hostel, Shree Panchakumari Marg, Naya Baneshwar, Kathmandu 44703, Nepal",27.69304805,85.33868303251013,Kathmandu Girls Hostel,,Shree Panchakumari Marg,44703,Kathmandu-31,Naya Baneshwar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55617034,1153,2019-12-12 10:38:20,27.70793,85.33976333333334,13.41,12.569400237511337,"Cosmos Diagonosis and Research Centre, Pashupati Sadak, Chabahil, Kathmandu 44660, Nepal",27.70814865,85.33979338472814,Cosmos Diagonosis and Research Centre,,Pashupati Sadak,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55617554,1153,2019-12-12 10:38:50,27.707996666666663,85.33762166666666,9.21,15.42066714145823,"The Great Malika, Pashupati Sadak, Chabahil, Kathmandu 44660, Nepal",27.70816285,85.337752,The Great Malika,,Pashupati Sadak,44660,Kathmandu-07,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55618127,1153,2019-12-12 10:39:21,27.708058333333334,85.336695,4.39,1.6082029278781842,"Maitidevi, Kathmandu 44660, Nepal",27.7078461,85.3366654,,,,44660,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55618623,1153,2019-12-12 10:39:49,27.70832,85.33676,6.0,27.886412674552478,"Ratopul, Chabahil, Kathmandu 44660, Nepal",27.708086,85.3368619,Ratopul,,Ratopul,44660,Kathmandu-30,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55619154,1153,2019-12-12 10:40:19,27.710391666666663,85.33716333333334,17.3,2.601990602813652,"Rudra Mati Marg, Maitidevi, Kathmandu 00975, Nepal",27.7096953,85.3370232,Rudra Mati Marg,,Rudra Mati Marg,00975,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55796274,1153,2019-12-12 13:47:29,27.687971666666662,85.336755,17.55,22.059315705785416,"Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.687968,85.336979,,,Madan Bhandari Path,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55796777,1153,2019-12-12 13:47:58,27.688548333333333,85.33423833333333,20.28,27.664722158724228,"Nature Care Hospital, Kathmandu, Kathmandu 44617, Nepal",27.688783,85.334145,Nature Care Hospital,,,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55797366,1153,2019-12-12 13:48:34,27.68941166666667,85.33056666666667,26.67,35.72347167007035,"Spacewood Nepal, Bogati Marga, Kathmandu, Kathmandu 44617, Nepal",27.689569,85.330883,Spacewood Nepal,,Bogati Marga,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55797795,1153,2019-12-12 13:48:58,27.690763333333333,85.327525,22.79,31.674396199701548,"The Thakali Bhansa Ghar, Daphe Marg, Kathmandu, Kathmandu 44617, Nepal",27.6910141,85.3276776,The Thakali Bhansa Ghar,,Daphe Marg,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55798274,1153,2019-12-12 13:49:28,27.69244,85.32400666666666,17.15,14.84046707698506,"Babarmahal, Kathmandu, Kathmandu 44617, Nepal",27.692462,85.323858,Babarmahal,,,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55798763,1153,2019-12-12 13:49:57,27.693898333333333,85.32095,14.04,5.391302124254437,"Maitighar, Kathmandu, Kathmandu 44617, Nepal",27.693875,85.320902,Maitighar,,,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55799251,1153,2019-12-12 13:50:27,27.69501333333333,85.32012833333333,14.05,0.5596637580753546,"Thapathali, Kathmandu 44617, Nepal",27.6963827,85.3194066,,,,44617,Kathmandu-11,Thapathali,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55799742,1153,2019-12-12 13:50:57,27.6969,85.31915833333333,6.08,1.7838912115173773,"Thapathali, Kathmandu 44066, Nepal",27.6967997,85.3191966,,,,44066,Kathmandu-11,Thapathali,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55818354,1153,2019-12-12 14:08:49,27.693745,85.31900666666667,19.64,13.56834377446397,"Sunita Chamena House, Thapathali Road, Thapathali, Kathmandu 00779, Nepal",27.693681,85.319124,Sunita Chamena House,,Thapathali Road,00779,Kathmandu-11,Thapathali,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55818874,1153,2019-12-12 14:09:19,27.694695,85.32072833333334,8.5,1.6332409542719233,"Thapathali, Kathmandu 44617, Nepal",27.6948318,85.3207072,,,,44617,Kathmandu-11,Thapathali,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55819389,1153,2019-12-12 14:09:49,27.69320833333333,85.32248833333334,22.52,19.131823518322737,"उक्टी मार्गा, Kathmandu, Kathmandu 44617, Nepal",27.693049,85.322415,,,उक्टी मार्गा,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55819973,1153,2019-12-12 14:10:22,27.69180833333333,85.325435,23.19,35.41739819649068,"Kathmandu district court, Madan Bhandari Path, Kathmandu, Kathmandu 44617, Nepal",27.692107,85.32556,Kathmandu district court,,Madan Bhandari Path,44617,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55820431,1153,2019-12-12 14:10:48,27.690306666666668,85.32857666666666,19.28,0.8977174899849597,"Kathmandu, Kathmandu 44617, Nepal",27.6905379,85.3281156,,,,44617,Kathmandu-11,,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55820990,1153,2019-12-12 14:11:20,27.68915,85.33172166666667,24.23,0.8141161651964413,"Madan Bhandari Path, Buddha Nagar, Kathmandu 44617, Nepal",27.6895205,85.3302754,Madan Bhandari Path,,Madan Bhandari Path,44617,Kathmandu-10,Buddha Nagar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55821515,1153,2019-12-12 14:11:48,27.688403333333333,85.335115,16.76,18.65909873528926,"G4S, Madan Bhandari Path, Buddha Nagar, Kathmandu 44617, Nepal",27.68861815,85.33515885120235,G4S,,Madan Bhandari Path,44617,Kathmandu-10,Buddha Nagar,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55822033,1153,2019-12-12 14:12:18,27.688111666666668,85.33632666666666,19.3,0.4212692246256515,"Madan Bhandari Path, Minbhawan, Kathmandu 44617, Nepal",27.6879663,85.3369901,Madan Bhandari Path,,Madan Bhandari Path,44617,Kathmandu-31,Minbhawan,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55878538,1153,2019-12-12 15:05:55,27.708056666666668,85.33711833333334,13.97,12.380883939985221,"Rudra Mati Marg-2, Kathmandu, Kathmandu 44660, Nepal",27.708139,85.337203,,,Rudra Mati Marg-2,44660,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55879050,1153,2019-12-12 15:06:24,27.708251666666666,85.33675166666667,8.51,21.38005755665177,"Ratopul, Chabahil, Kathmandu 44660, Nepal",27.708086,85.3368619,Ratopul,,Ratopul,44660,Kathmandu-30,Chabahil,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55879594,1153,2019-12-12 15:06:56,27.71027833333333,85.33713333333333,16.52,2.0331559633242127,"Rudra Mati Marg, Maitidevi, Kathmandu 00975, Nepal",27.7096953,85.3370232,Rudra Mati Marg,,Rudra Mati Marg,00975,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55900912,1153,2019-12-12 15:27:17,27.71024833333333,85.32808166666666,7.44,0,"Himal Hospital, Thirbam Sadak 3, Narayan Chaur, Kathmandu 44605, Nepal",27.7103119,85.32823583509317,Himal Hospital,,Thirbam Sadak 3,44605,Kathmandu-30,Narayan Chaur,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55901392,1153,2019-12-12 15:27:45,27.70836,85.32751333333333,17.84,3.0814310492677213,"Orient Paradise Tours and Travels, Charkhal Road, Dilli Bazar, Kathmandu, Kathmandu, Kathmandu 44605, Nepal",27.70834,85.327535,Orient Paradise Tours and Travels,,"Charkhal Road, Dilli Bazar, Kathmandu",44605,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
