original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,housenumber,name,street,postcode,district,suburb,city,county,state,country,country_code,attribution,attribution_license,attribution_url
80974473,1157,2019-12-29 08:12:17,27.70828833333333,85.33368666666667,13.73,0.747376457005954,"Hero Honda, Pashupati Sadak, Maitidevi, Kathmandu 44605, Nepal",27.70834145,85.33365525495283,,Hero Honda,Pashupati Sadak,44605,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80974839,1157,2019-12-29 08:12:38,27.708611666666663,85.33197666666666,7.97,2.254025193703389,"Maitidevi, Kathmandu 44605, Nepal",27.7086373,85.3319646,,,,44605,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80975358,1157,2019-12-29 08:13:07,27.708856666666662,85.33079166666667,11.67,14.484568896267488,"RD Kirana Store, Kathmandu, Kathmandu 44605, Nepal",27.70873,85.330826,,RD Kirana Store,,44605,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80975888,1157,2019-12-29 08:13:37,27.709243333333333,85.328905,7.16,13.880828335236375,"Yuna and Abhi Fashion Collection, Pashupati Marga, Kathmandu, Kathmandu 44600, Nepal",27.709318,85.328792,,Yuna and Abhi Fashion Collection,Pashupati Marga,44600,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80976433,1157,2019-12-29 08:14:06,27.709378333333333,85.32833333333333,0.26,10.822177878543847,"The Burger House & Crunchy Fried Chicken, Pashupati Sadak, Maitidevi, Kathmandu 44605, Nepal",27.7093785,85.3282234,,The Burger House & Crunchy Fried Chicken,Pashupati Sadak,44605,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80976972,1157,2019-12-29 08:14:36,27.70939,85.32831833333333,0.22,9.432596495647985,"The Burger House & Crunchy Fried Chicken, Pashupati Sadak, Maitidevi, Kathmandu 44605, Nepal",27.7093785,85.3282234,,The Burger House & Crunchy Fried Chicken,Pashupati Sadak,44605,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80977531,1157,2019-12-29 08:15:06,27.70937333333333,85.328315,0.31,9.03565750340462,"The Burger House & Crunchy Fried Chicken, Pashupati Sadak, Maitidevi, Kathmandu 44605, Nepal",27.7093785,85.3282234,,The Burger House & Crunchy Fried Chicken,Pashupati Sadak,44605,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80978074,1157,2019-12-29 08:15:36,27.709391666666665,85.32833,0.18,10.595655455034418,"The Burger House & Crunchy Fried Chicken, Pashupati Sadak, Maitidevi, Kathmandu 44605, Nepal",27.7093785,85.3282234,,The Burger House & Crunchy Fried Chicken,Pashupati Sadak,44605,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80978619,1157,2019-12-29 08:16:06,27.709425,85.32832833333333,0.23,11.55173455610866,"The Burger House & Crunchy Fried Chicken, Pashupati Sadak, Maitidevi, Kathmandu 44605, Nepal",27.7093785,85.3282234,,The Burger House & Crunchy Fried Chicken,Pashupati Sadak,44605,Kathmandu-30,Maitidevi,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
80979143,1157,2019-12-29 08:16:35,27.709456666666668,85.32832,0.04,12.875006914816375,"The Burger House & Crunchy Fried Chicken, Kathmandu, Kathmandu 44605, Nepal",27.709379,85.328223,,The Burger House & Crunchy Fried Chicken,,44605,,,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
