original_id,original_deviceid,original_servertime,original_latitude,original_longitude,original_speed,distance,formatted,lat,lon,name,street,suburb,district,postcode,city,county,state,country,country_code,attribution,attribution_license,attribution_url
82575742,218,2019-12-30 09:51:01,27.70574,85.333735,0.03,29.02458735464962,"Maiti Devi marg, Kathmandu, Kathmandu 00446, Nepal",27.706001,85.333739,,Maiti Devi marg,,,00446,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82576272,218,2019-12-30 09:51:30,27.70575333333333,85.33373333333333,0.02,27.544964563992387,"Maiti Devi marg, Kathmandu, Kathmandu 00446, Nepal",27.706001,85.333739,,Maiti Devi marg,,,00446,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82576809,218,2019-12-30 09:52:00,27.705738333333333,85.333735,0.05,29.209895539291942,"Maiti Devi marg, Kathmandu, Kathmandu 00446, Nepal",27.706001,85.333739,,Maiti Devi marg,,,00446,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82577367,218,2019-12-30 09:52:30,27.705725,85.33373833333333,0.02,30.689912320557767,"Maiti Devi marg, Kathmandu, Kathmandu 00446, Nepal",27.706001,85.333739,,Maiti Devi marg,,,00446,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82577949,218,2019-12-30 09:53:01,27.705726666666667,85.33374833333333,0.06,30.518351979496337,"Maiti Devi marg, Kathmandu, Kathmandu 00446, Nepal",27.706001,85.333739,,Maiti Devi marg,,,00446,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82578474,218,2019-12-30 09:53:29,27.705735,85.33371666666666,0.43,29.659494774592936,"Maiti Devi marg, Kathmandu, Kathmandu 00446, Nepal",27.706001,85.333739,,Maiti Devi marg,,,00446,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82579041,218,2019-12-30 09:53:59,27.704485,85.33299333333333,12.78,21.864747476747596,"Western Union Money Transfer, Maiti Devi marg, Maitidevi, Kathmandu 00446, Nepal",27.7046376,85.3331334,Western Union Money Transfer,Maiti Devi marg,Maitidevi,Kathmandu-30,00446,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82579704,218,2019-12-30 09:54:37,27.704211666666662,85.331895,14.33,5.037882377424101,"Western Union Money Transfer, Kathmandu, Kathmandu 44605, Nepal",27.704241,85.331856,Western Union Money Transfer,,,,44605,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82580090,218,2019-12-30 09:54:59,27.704845,85.32964666666666,14.22,7.718731026411097,"Ncell Shop, Dillibazar Sadak, Dillibazar, Kathmandu 44605, Nepal",27.7047921,85.3295959,Ncell Shop,Dillibazar Sadak,Dillibazar,Kathmandu-30,44605,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82580655,218,2019-12-30 09:55:29,27.705383333333334,85.32948166666667,9.55,10.606665823697428,"Bal Bagaicha, Mahakavi Marg, Maitidevi, Kathmandu 44605, Nepal",27.7053181,85.32956027398437,Bal Bagaicha,Mahakavi Marg,Maitidevi,Kathmandu-30,44605,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82581221,218,2019-12-30 09:55:58,27.706295,85.33014333333334,3.08,18.089495379402646,"Softwarica College of IT & E-Commerce, Kathmandu, Kathmandu 44605, Nepal",27.706184,85.330009,Softwarica College of IT & E-Commerce,,,,44605,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82581775,218,2019-12-30 09:56:28,27.707228333333333,85.330875,12.8,24.689050324929077,"Dhunge Dhara, Gyaneshwar Marg, Dillibazar, Kathmandu 44605, Nepal",27.7072343,85.3311257,Dhunge Dhara,Gyaneshwar Marg,Dillibazar,Kathmandu-30,44605,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82582305,218,2019-12-30 09:56:58,27.708381666666668,85.331695,9.19,9.363203802710302,"Easy Cuts, Gyaneshwar Marg, Dillibazar, Kathmandu 44605, Nepal",27.7083364,85.3317752,Easy Cuts,Gyaneshwar Marg,Dillibazar,Kathmandu-30,44605,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82582843,218,2019-12-30 09:57:28,27.70909,85.33212833333333,12.8,1.214362019114283,"Maitidevi, Kathmandu 44605, Nepal",27.7086839,85.3318427,,,Maitidevi,Kathmandu-30,44605,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82583373,218,2019-12-30 09:57:58,27.71056833333333,85.33319333333333,8.34,24.71223389048387,"Prakash New Generation Motorcycle Workshop, Gyaneshwar Marg, Maitidevi, Kathmandu 00975, Nepal",27.7107895,85.333218,Prakash New Generation Motorcycle Workshop,Gyaneshwar Marg,Maitidevi,Kathmandu-30,00975,Kathmandu,Kathmandu,Bagmati Province,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82583908,218,2019-12-30 09:58:28,27.710946666666665,85.33342166666667,1.71,26.56029746889626,"Prakash New Generation Motorcycle Workshop, Kathmandu, Kathmandu 00975, Nepal",27.71079,85.333218,Prakash New Generation Motorcycle Workshop,,,,00975,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
82584443,218,2019-12-30 09:58:57,27.711016666666666,85.33346166666666,0.03,34.794043640384864,"Prakash New Generation Motorcycle Workshop, Kathmandu, Kathmandu 00975, Nepal",27.71079,85.333218,Prakash New Generation Motorcycle Workshop,,,,00975,Kathmandu,Kathmandu,Three,Nepal,np,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
